Joints
100
,,Tuto_joint:Head_Head_End,Tuto_joint:L_Collar_L_Humerus,,,Tuto_joint:L_Elbow_L_Wrist,Tuto_joint:L_Femur_L_Tibia,Tuto_joint:L_Foot_L_Toe,Tuto_joint:L_Humerus_L_Elbow,,Tuto_joint:L_Tibia_L_Foot,,,Tuto_joint:L_Wrist_L_Wrist_End,Tuto_joint:LowerBack_Head,,,Tuto_joint:LowerBack_L_Collar,,,Tuto_joint:LowerBack_R_Collar,,,Tuto_joint:R_Collar_R_Humerus,,,Tuto_joint:R_Elbow_R_Wrist,Tuto_joint:R_Femur_R_Tibia,Tuto_joint:R_Foot_R_Toe,Tuto_joint:R_Humerus_R_Elbow,,Tuto_joint:R_Tibia_R_Foot,,,Tuto_joint:R_Wrist_R_Wrist_End,Tuto_joint:Root_L_Femur,,,Tuto_joint:Root_LowerBack,,,Tuto_joint:Root_R_Femur,,,Tuto_joint:World_Root,,,,,,
Frame,Sub Frame,,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1736,0,,,,,,,,,,,,,-2.8354,896.464,1557.01,6.22098,954.818,1274.59,35.7385,723.335,1454.97,32.9471,705.862,1303.37,-81.9187,935.825,1458.32,238.576,888.599,1567.81,361.902,890.012,1521.38,480.656,911.362,1495.34,622.649,898.853,1486.52,750.281,838.683,1445.12,741.023,911.488,1415.52,810.665,900.611,1458.5,-235.999,829.569,1562.43,-323.363,837.239,1516.38,-452.759,835.269,1484.44,-572.06,812.092,1485.21,-703.37,726.247,1425.72,-699.262,805.862,1417.17,-765.783,754.276,1455.64,148.019,763.105,1018.55,-103.665,746.489,1015.49,154.399,967.467,1033.5,-104.929,967.932,1034.62,235.35,820.998,670.844,225.601,835.995,543.114,261.999,782.385,247.073,287.502,720.028,78.4515,179.739,774.041,88.8296,236.114,536.996,84.128,-205.805,824.473,831.341,-188.547,872.451,559.487,-218.814,935.968,415.878,-230.119,1014.57,92.7155,-120.052,1043.31,78.9099,-209.081,846.925,84.3896
1737,0,,,,,,,,,,,,,-2.8957,896.728,1556.83,5.70432,955.083,1274.68,35.491,723.528,1455.14,32.711,706.003,1303.53,-87.5232,937.601,1460.91,238.28,888.974,1567.8,361.542,890.294,1521.29,480.302,911.691,1495.26,622.291,899.309,1486.3,749.961,839.241,1444.77,740.505,912.058,1415.17,810.409,901.268,1458.07,-236.272,829.524,1562.34,-323.745,837.132,1516.24,-453.029,835.293,1483.98,-572.311,812.403,1484.52,-703.643,726.215,1425.81,-699.543,805.709,1416.21,-765.729,754.717,1455.44,147.789,763.119,1018.74,-103.912,746.509,1015.49,154.178,967.51,1033.46,-105.237,967.945,1034.68,235.313,820.717,671.013,225.602,835.447,543.166,261.969,782.125,247.142,287.561,720.016,78.5468,184.16,776.247,85.9199,236.105,536.972,84.089,-206.092,824.535,831.45,-188.723,872.642,559.581,-218.868,936.193,415.928,-230.114,1014.6,92.6689,-120.108,1043.28,78.8744,-208.61,847.127,84.5899
1738,0,,,,,,,,,,,,,-2.77439,897.137,1557.02,5.34623,955.284,1274.67,35.3439,723.755,1455.3,32.491,706.083,1303.66,-82.9356,936.15,1458.38,238.018,889.363,1567.74,361.17,890.609,1521.19,479.979,912.107,1495.17,621.92,899.735,1486.09,749.99,839.851,1444.56,740.068,912.62,1414.9,810.077,901.828,1457.75,-236.648,829.577,1562.29,-324.123,837.049,1516.02,-453.295,835.303,1483.43,-572.762,812.818,1483.96,-703.886,726.107,1425.97,-699.579,805.289,1415.21,-765.707,755.173,1455.38,147.327,763.077,1018.83,-104.178,746.515,1015.48,154.098,967.498,1033.44,-105.497,968.004,1034.87,235.333,820.428,671.157,225.479,835.004,543.19,261.977,781.905,247.232,287.47,719.998,78.4663,180.46,774.361,88.6008,236.125,536.973,84.0721,-206.364,824.649,831.54,-188.877,872.829,559.644,-219.027,936.392,416.106,-230.14,1014.58,92.6843,-120.161,1043.3,78.8285,-208.634,847.153,84.5694
1739,0,,,,,,,,,,,,,-2.90029,896.915,1556.65,5.03001,955.48,1274.65,35.1454,723.907,1455.33,32.2969,706.148,1303.83,-83.5022,936.264,1458.37,237.659,889.735,1567.72,360.897,890.91,1521.14,479.567,912.441,1495.12,621.574,900.171,1485.92,749.582,840.493,1444.41,739.642,913.185,1414.62,809.726,902.438,1457.49,-237.245,829.618,1562.23,-324.533,837.087,1515.64,-453.394,835.227,1482.75,-572.818,812.807,1483.28,-704.194,725.879,1426.23,-700.003,804.992,1414.47,-765.773,755.456,1455.45,147.037,763.004,1018.97,-104.425,746.552,1015.48,154.033,967.436,1033.43,-105.685,968.057,1035.02,235.367,820.123,671.315,225.434,834.606,543.258,261.991,781.729,247.367,287.385,720.007,78.4401,180.542,774.379,88.5638,236.121,536.935,84.0448,-206.691,824.783,831.608,-189.047,873.016,559.735,-219.21,936.603,416.158,-230.162,1014.6,92.6767,-120.15,1043.29,78.8559,-208.632,847.154,84.5163
1740,0,,,,,,,,,,,,,-2.71309,897.004,1556.5,4.70759,955.682,1274.63,34.9354,724.131,1455.47,32.0501,706.139,1303.9,-83.9852,936.378,1458.36,237.302,890.104,1567.7,360.504,891.288,1521.05,479.263,912.801,1495.04,621.126,900.566,1485.75,749.154,841.073,1444.18,739.233,913.683,1414.3,809.435,903.078,1457.24,-237.741,829.702,1562.2,-324.931,837.251,1515.27,-453.591,835.088,1482.1,-573.126,812.875,1482.86,-704.63,725.384,1426.54,-700.061,804.443,1413.76,-765.917,755.522,1455.6,146.64,762.868,1019.02,-104.86,746.626,1015.57,153.973,967.349,1033.42,-105.672,968.312,1034.97,235.355,819.81,671.424,225.612,834.247,543.536,262.041,781.588,247.488,287.323,719.969,78.4142,180.634,774.438,88.4684,236.076,536.95,84.0392,-206.903,824.94,831.567,-189.175,873.23,559.791,-219.35,936.748,416.154,-230.173,1014.63,92.6333,-120.166,1043.32,78.8311,-208.634,847.137,84.5591
1741,0,,,,,,,,,,,,,-2.8163,897.039,1556.45,4.29749,955.938,1274.58,34.684,724.3,1455.54,31.8477,706.196,1303.99,-84.3292,936.46,1458.27,237.007,890.414,1567.71,360.071,891.722,1520.94,478.855,913.097,1494.93,620.799,901.016,1485.61,748.721,841.661,1443.96,738.988,914.145,1414.1,809.222,903.645,1457.09,-238.386,829.797,1562.08,-325.331,837.366,1514.95,-453.916,835.024,1481.68,-573.391,812.825,1482.48,-704.862,725.101,1426.82,-700.506,804.078,1413.36,-766.036,755.502,1455.73,146.311,762.806,1019.1,-105.213,746.733,1015.77,153.881,967.242,1033.4,-105.709,968.517,1034.95,235.344,819.551,671.585,225.656,833.989,543.701,262.055,781.431,247.572,287.315,719.987,78.3878,180.653,774.451,88.413,236.072,536.95,84.0204,-207.121,825.143,831.567,-189.275,873.446,559.873,-219.495,936.914,416.301,-230.142,1014.62,92.6278,-120.145,1043.32,78.886,-208.651,847.142,84.5618
1742,0,,,,,,,,,,,,,-2.75196,897.085,1556.3,4.0243,956.129,1274.54,34.3992,724.489,1455.6,31.6258,706.311,1304.06,-84.6677,936.52,1458.2,236.59,890.694,1567.71,359.719,892.104,1520.86,478.574,913.552,1494.89,620.441,901.48,1485.47,748.367,842.228,1443.85,738.556,914.592,1413.86,808.776,904.265,1456.97,-238.874,829.874,1562,-326.062,837.658,1514.87,-454.119,834.884,1481.27,-573.671,812.643,1482.17,-705.229,724.561,1427.04,-700.932,803.568,1413.04,-766.208,755.246,1455.91,145.92,762.744,1019.14,-105.625,746.84,1015.82,153.741,967.144,1033.39,-105.746,968.75,1034.89,235.28,819.249,671.654,225.618,833.686,543.806,262.042,781.297,247.674,287.295,719.984,78.3961,180.628,774.413,88.4541,236.077,536.943,83.9976,-208.302,825.381,832.29,-189.422,873.572,559.964,-219.601,937.058,416.343,-230.2,1014.63,92.6421,-120.15,1043.31,78.8615,-208.666,847.15,84.5466
1743,0,,,,,,,,,,,,,-3.32148,897.137,1556.5,3.62283,956.369,1274.52,34.1461,724.663,1455.68,31.2735,706.32,1304.08,-85.0199,936.618,1458.11,236.29,890.927,1567.73,359.292,892.469,1520.79,478.273,914.024,1494.82,620.029,901.97,1485.35,748.105,842.811,1443.74,738.184,915.116,1413.7,808.39,904.826,1456.87,-239.175,829.968,1561.8,-326.342,837.722,1514.54,-454.47,834.797,1481.03,-574.002,812.376,1481.96,-705.482,724.041,1427.08,-701.306,803.107,1412.81,-766.461,754.821,1456.18,145.589,762.655,1019.12,-106.145,746.945,1015.91,153.688,967.017,1033.42,-105.802,968.948,1034.85,235.045,818.893,671.709,225.436,833.388,543.823,262.031,781.165,247.744,287.293,719.957,78.4317,180.546,774.434,88.4492,236.066,536.933,84.0326,-208.529,825.515,832.325,-189.567,873.699,560.066,-219.616,937.181,416.342,-230.175,1014.64,92.6122,-120.232,1043.29,78.7771,-208.677,847.136,84.5172
1744,0,,,,,,,,,,,,,-4.38006,897.541,1556.73,3.30041,956.614,1274.51,33.842,724.84,1455.76,31.1072,706.598,1304.13,-85.2224,936.716,1457.98,235.994,891.118,1567.76,358.938,892.732,1520.76,477.83,914.399,1494.72,619.631,902.412,1485.24,747.814,843.239,1443.62,737.718,915.594,1413.57,808.119,905.315,1456.77,-239.447,829.987,1561.63,-326.655,837.659,1514.24,-454.916,834.656,1480.89,-574.293,812.041,1481.79,-705.838,723.535,1426.78,-701.905,802.713,1412.83,-766.59,754.414,1456.6,145.278,762.631,1019.12,-106.538,747.057,1016.03,153.563,966.912,1033.43,-105.859,969.171,1034.8,234.775,818.549,671.711,225.297,833.105,543.851,262.069,781.087,247.826,287.281,719.988,78.4109,180.563,774.436,88.3914,236.066,536.907,84.0045,-208.705,825.654,832.305,-189.696,873.8,560.086,-219.691,937.252,416.369,-230.168,1014.64,92.5909,-120.118,1043.31,78.8845,-208.662,847.189,84.5208
1745,0,,,,,,,,,,,,,-5.57885,898.117,1557.25,3.10316,956.846,1274.49,33.591,724.95,1455.82,30.8433,706.867,1304.17,-85.4311,936.768,1457.9,235.773,891.307,1567.76,358.666,892.98,1520.75,477.462,914.749,1494.7,619.311,902.868,1485.19,747.573,843.695,1443.52,737.495,916.169,1413.52,807.651,905.754,1456.55,-239.696,830.036,1561.55,-326.908,837.596,1514.05,-455.223,834.472,1480.73,-574.789,811.754,1481.8,-705.964,723.031,1426.62,-702.235,802.15,1412.83,-766.79,753.731,1456.86,144.86,762.621,1019.13,-106.902,747.137,1016.12,153.336,966.829,1033.38,-105.89,969.341,1034.73,234.583,818.264,671.729,225.15,832.885,543.911,262.014,781.032,247.858,287.299,719.964,78.4601,180.496,774.4,88.4244,236.056,536.919,84.0068,-208.9,825.753,832.318,-189.861,873.848,560.147,-219.766,937.296,416.358,-230.237,1014.65,92.6354,-120.255,1043.3,78.7815,-208.67,847.183,84.5537
1746,0,,,,,,,,,,,,,-6.41947,898.72,1557.42,2.79759,957.086,1274.48,33.2695,725.063,1455.86,30.4548,707.468,1304.37,-85.7581,936.822,1457.86,235.454,891.523,1567.77,358.371,893.19,1520.73,477.127,915.035,1494.71,619.079,903.255,1485.19,747.292,844.161,1443.42,737.268,916.766,1413.47,807.033,906.347,1456.46,-239.939,830.06,1561.48,-327.177,837.482,1513.98,-455.486,834.237,1480.71,-574.901,811.15,1481.69,-705.867,722.505,1426.5,-702.569,801.652,1413,-766.914,752.804,1457.14,144.591,762.575,1019.11,-107.218,747.219,1016.18,153.288,966.75,1033.39,-106.016,969.582,1034.67,234.242,818.016,671.667,224.99,832.642,543.888,261.998,781.004,247.907,287.296,719.984,78.5092,180.44,774.342,88.4454,236.061,536.938,84.0221,-209.05,825.851,832.292,-189.997,873.84,560.162,-219.793,937.316,416.313,-230.2,1014.67,92.6035,-120.199,1043.32,78.8378,-208.653,847.182,84.4773
1747,0,,,,,,,,,,,,,-6.79372,899.029,1557.49,2.6692,957.271,1274.43,33.0636,725.272,1455.95,31.1322,708.354,1304.3,-86.1068,936.998,1457.91,235.172,891.714,1567.77,358.15,893.404,1520.75,476.767,915.254,1494.69,618.871,903.61,1485.17,746.931,844.601,1443.19,736.934,917.343,1413.37,806.674,906.902,1456.36,-240.214,830.05,1561.4,-327.4,837.352,1513.93,-455.775,833.937,1480.78,-575.15,810.607,1481.74,-705.866,721.943,1426.29,-702.949,801.105,1413.21,-766.949,751.657,1457.08,144.242,762.478,1019.1,-107.527,747.294,1016.28,153.135,966.678,1033.35,-105.993,969.514,1034.45,233.825,817.755,671.557,224.807,832.433,543.854,261.944,780.96,247.925,287.33,719.969,78.5283,183.949,776.156,85.9856,236.025,536.942,83.9904,-209.174,825.908,832.25,-190.115,873.833,560.082,-219.91,937.307,416.334,-230.191,1014.67,92.565,-120.193,1043.31,78.8309,-208.702,847.162,84.5161
1748,0,,,,,,,,,,,,,-6.75972,899.245,1557.25,2.45453,957.416,1274.4,32.8026,725.356,1455.99,30.186,707.941,1304.34,-86.3473,937.173,1457.89,234.926,891.858,1567.77,357.98,893.593,1520.79,476.588,915.48,1494.78,618.597,903.989,1485.16,746.139,844.929,1442.58,736.688,917.86,1413.36,806.502,907.328,1456.21,-240.504,830.022,1561.29,-327.641,837.204,1513.99,-455.886,833.627,1480.74,-575.422,809.977,1481.79,-705.953,721.219,1425.97,-703.251,800.555,1413.36,-766.389,751.019,1456.55,143.948,762.466,1019.1,-107.747,747.341,1016.32,152.948,966.638,1033.28,-105.854,969.099,1033.98,233.456,817.52,671.468,224.599,832.31,543.837,261.911,780.958,247.94,287.288,719.964,78.5167,183.965,776.178,85.9155,236.038,536.922,84.001,-209.314,825.94,832.252,-190.302,873.744,560.009,-219.939,937.266,416.253,-230.196,1014.67,92.5697,-120.205,1043.3,78.8242,-208.723,847.138,84.4848
1749,0,,,,,,,,,,,,,-6.71575,899.355,1557.14,2.31911,957.517,1274.41,32.6137,725.444,1456.04,29.8679,708.095,1304.4,-86.7181,937.308,1457.91,234.703,892.056,1567.8,357.647,893.74,1520.79,476.265,915.702,1494.8,618.281,904.377,1485.11,746.153,845.497,1442.76,736.314,918.083,1413.13,806.083,907.572,1455.96,-240.572,829.981,1561.25,-327.892,837.018,1514,-456.329,833.327,1480.9,-575.726,809.3,1481.88,-706.145,720.343,1425.75,-703.407,799.808,1413.65,-766.981,749.979,1456.73,143.681,762.483,1019.08,-107.925,747.388,1016.35,152.806,966.609,1033.24,-105.91,969.158,1033.89,233.133,817.333,671.396,224.468,832.163,543.819,261.881,780.943,247.992,287.323,719.962,78.5806,183.986,776.207,85.9346,235.829,537.136,83.9901,-209.499,825.941,832.247,-190.411,873.652,559.974,-220.026,937.176,416.23,-230.125,1014.69,92.4943,-120.239,1043.29,78.8196,-208.713,847.125,84.5138
1750,0,,,,,,,,,,,,,-6.5278,899.373,1556.86,2.21285,957.59,1274.33,32.36,725.531,1456.12,30.2927,708.749,1304.49,-87.0894,937.417,1457.88,234.385,892.189,1567.81,357.469,893.943,1520.87,475.926,915.946,1494.82,618.049,904.742,1485.11,745.928,845.977,1442.74,736.057,918.611,1413.08,806.105,908.212,1455.92,-240.864,829.95,1561.2,-328.15,836.856,1514.07,-456.782,832.978,1481.05,-575.905,808.626,1481.98,-706.333,719.417,1425.51,-703.108,798.932,1413.56,-766.875,749.02,1456.43,143.47,762.516,1019.12,-108.047,747.422,1016.34,152.67,966.591,1033.19,-106.127,969.196,1033.82,232.975,817.196,671.39,224.27,832.029,543.814,261.883,780.922,248.03,287.274,719.959,78.5484,184.062,776.234,85.8751,235.992,536.967,84.0127,-209.609,825.939,832.213,-190.514,873.583,559.914,-220.046,937.147,416.139,-230.206,1014.65,92.5919,-120.217,1043.29,78.8343,-208.699,847.146,84.4641
1751,0,,,,,,,,,,,,,-6.97367,899.089,1556.44,1.9953,957.591,1274.35,32.1551,725.585,1456.14,30.0742,708.709,1304.54,-87.4115,937.682,1457.95,234.17,892.355,1567.83,357.242,894.124,1520.9,475.586,916.136,1494.83,617.779,905.093,1485.08,745.726,846.453,1442.73,735.803,919.184,1413.08,806.059,908.896,1455.99,-240.972,829.862,1561.18,-328.449,836.645,1514.16,-457.173,832.607,1481.21,-576.18,807.933,1482.15,-706.042,718.82,1425.22,-703.088,798.245,1413.79,-766.863,747.683,1456.15,143.329,762.495,1019.14,-108.172,747.43,1016.35,152.505,966.578,1033.11,-106.228,969.219,1033.78,232.819,817.102,671.359,224.167,831.943,543.79,261.823,780.895,247.998,287.23,719.934,78.4905,183.95,776.177,85.912,235.977,536.954,83.9796,-209.752,825.914,832.213,-190.639,873.485,559.869,-220.183,937.022,416.131,-230.194,1014.65,92.5875,-120.178,1043.28,78.8726,-208.716,847.148,84.4465
1752,0,,,,,,,,,,,,,-7.02719,899.127,1556.39,1.87226,957.58,1274.34,32.0508,725.605,1456.18,30.9284,708.619,1304.82,-87.5955,937.777,1457.87,233.951,892.439,1567.87,357.058,894.284,1520.96,473.684,915.811,1494.22,617.58,905.421,1485.05,745.574,846.881,1442.72,735.413,919.57,1412.91,805.716,909.457,1455.83,-241.185,829.828,1561.17,-328.495,836.232,1514.18,-457.541,832.242,1481.49,-576.441,807.159,1482.3,-706.247,717.881,1424.92,-703.31,797.387,1414.05,-767.08,746.342,1456.06,143.125,762.531,1019.17,-108.286,747.416,1016.35,152.435,966.599,1033.1,-106.362,969.224,1033.73,232.727,817.026,671.374,224.08,831.807,543.804,261.757,780.884,247.97,287.278,719.926,78.553,184.072,776.224,85.8097,235.951,536.958,83.967,-209.879,825.868,832.196,-190.768,873.419,559.864,-220.234,936.93,416.032,-230.215,1014.68,92.5853,-120.205,1043.28,78.8626,-208.739,847.112,84.4565
1753,0,,,,,,,,,,,,,-6.93605,899.188,1556.28,1.73103,957.525,1274.29,31.8495,725.659,1456.23,29.1752,707.94,1304.65,-87.8498,937.931,1457.85,233.729,892.549,1567.91,356.839,894.445,1520.98,474.924,916.492,1494.78,617.404,905.722,1485.04,745.541,847.274,1442.75,735.096,919.855,1412.73,805.431,909.869,1455.65,-241.386,829.763,1561.13,-328.713,835.95,1514.3,-457.792,831.862,1481.68,-576.708,806.552,1482.44,-705.842,717.313,1424.66,-703.306,796.668,1414.08,-767.526,745.129,1455.64,142.949,762.544,1019.14,-108.383,747.411,1016.35,152.245,966.578,1033.04,-106.607,969.251,1033.77,232.732,816.988,671.45,224.012,831.705,543.822,261.745,780.853,248.018,287.276,719.967,78.5191,183.949,776.173,85.9412,235.826,537.127,83.9714,-210.056,825.838,832.175,-190.879,873.347,559.848,-220.286,936.88,415.988,-230.238,1014.66,92.6202,-120.17,1043.28,78.9216,-208.747,847.09,84.4314
1754,0,,,,,,,,,,,,,-6.93168,899.217,1556.21,1.53613,957.53,1274.29,31.7173,725.673,1456.25,29.0265,707.842,1304.71,-88.0933,938.098,1457.88,233.528,892.675,1567.89,356.624,894.589,1520.96,474.817,916.722,1494.77,617.223,905.99,1485,745.507,847.596,1442.8,734.865,920.247,1412.63,805.184,910.22,1455.51,-241.621,829.703,1561.09,-328.856,835.722,1514.35,-457.909,831.415,1481.76,-576.687,805.659,1482.45,-705.62,716.532,1424.27,-704.028,797.583,1416.01,-767.121,744.398,1455.16,142.808,762.461,1019.11,-108.448,747.379,1016.31,152.012,966.613,1032.96,-106.726,969.203,1033.72,232.726,816.991,671.465,223.938,831.589,543.828,261.703,780.801,248.017,287.189,719.949,78.4367,183.979,776.168,85.8943,235.96,536.962,83.9772,-210.228,825.761,832.16,-191.014,873.286,559.873,-220.365,936.815,415.967,-230.158,1014.66,92.5416,-120.301,1043.27,78.7851,-208.73,847.159,84.4595
1755,0,,,,,,,,,,,,,-6.87809,899.272,1556.17,1.44143,957.494,1274.23,31.5888,725.737,1456.3,28.9137,707.836,1304.81,-92.8755,939.433,1459.96,233.382,892.805,1567.88,356.486,894.81,1520.97,474.595,916.879,1494.7,617.057,906.241,1484.98,745.466,847.89,1442.88,734.686,920.303,1412.76,804.988,910.536,1455.46,-241.736,829.713,1561.11,-329.081,835.49,1514.39,-458.017,830.951,1481.85,-576.795,804.933,1482.53,-704.608,716.465,1423.55,-704.849,796.274,1415.82,-767.507,742.794,1455.09,142.751,762.487,1019.18,-108.455,747.226,1016.16,151.833,966.638,1032.92,-106.97,969.184,1033.72,232.642,816.977,671.481,223.883,831.482,543.868,261.63,780.745,247.981,287.288,719.956,78.5667,180.122,774.208,88.7882,235.987,536.963,83.9692,-210.384,825.699,832.14,-191.133,873.225,559.805,-220.398,936.767,415.93,-230.205,1014.67,92.5587,-120.25,1043.28,78.8373,-208.771,847.105,84.4757
1756,0,,,,,,,,,,,,,-6.95115,899.296,1556.11,1.28946,957.499,1274.21,31.4425,725.777,1456.34,28.8287,707.753,1304.8,-88.7164,938.413,1457.89,233.213,892.974,1567.85,356.358,894.969,1520.92,474.506,917.05,1494.66,616.901,906.461,1484.97,745.359,848.158,1442.94,734.426,920.514,1412.73,804.883,910.867,1455.47,-241.954,829.625,1561.12,-329.186,835.266,1514.36,-458.192,830.439,1481.83,-576.921,804.18,1482.56,-704.711,715.46,1423.38,-706.44,795.954,1416.89,-767.648,741.532,1454.84,142.637,762.488,1019.18,-108.662,747.138,1016.16,151.636,966.683,1032.95,-107.178,969.079,1033.81,232.723,817.003,671.565,223.855,831.385,543.89,261.629,780.714,248.053,287.3,719.954,78.5919,180.082,774.179,88.7812,235.983,536.942,83.9859,-210.536,825.609,832.123,-191.245,873.141,559.834,-220.47,936.687,415.904,-230.23,1014.62,92.6082,-120.342,1043.26,78.7744,-208.748,847.106,84.3987
1757,0,,,,,,,,,,,,,-7.16668,899.314,1556.24,1.15,957.487,1274.19,31.3239,725.829,1456.37,28.7398,707.737,1304.8,-89.5965,939.027,1458.42,233.123,893.119,1567.86,356.301,895.135,1520.86,474.447,917.237,1494.64,616.718,906.666,1484.93,745.186,848.408,1442.98,734.257,920.698,1412.68,804.743,911.126,1455.46,-242.028,829.532,1560.99,-329.377,835.082,1514.34,-458.404,829.962,1481.85,-577.042,803.418,1482.57,-705.476,713.88,1423.58,-705.227,794.468,1416.03,-768.181,740.233,1454.73,142.543,762.57,1019.26,-108.803,747.056,1016.17,151.359,966.73,1032.89,-107.43,968.963,1033.74,232.688,817.012,671.578,223.834,831.303,543.948,261.649,780.677,248.045,287.273,719.952,78.5652,180.061,774.193,88.7691,235.981,536.953,83.9609,-210.594,825.515,832.059,-191.341,873.074,559.834,-220.518,936.64,415.901,-230.187,1014.65,92.5425,-120.325,1043.25,78.8057,-208.771,847.104,84.4092
1758,0,,,,,,,,,,,,,-7.1344,899.342,1556.15,1.04197,957.487,1274.14,31.2492,725.877,1456.37,28.6691,707.826,1304.83,-93.2043,939.569,1460.07,233.016,893.231,1567.83,356.23,895.331,1520.85,474.411,917.402,1494.61,616.295,906.72,1484.79,745.044,848.599,1443.07,734.102,920.805,1412.67,804.636,911.347,1455.47,-242.162,829.419,1560.97,-329.49,834.858,1514.24,-458.606,829.457,1481.8,-577.13,802.613,1482.56,-705.108,713.107,1423.19,-705.347,793.64,1416.19,-767.718,739.544,1454.12,142.44,762.608,1019.28,-108.91,746.976,1016.19,151.151,966.758,1032.89,-107.624,968.847,1033.8,232.717,817.049,671.663,223.816,831.22,543.948,261.578,780.654,248.034,287.208,719.936,78.5031,184.077,776.233,85.8081,235.97,536.95,83.9641,-210.743,825.439,832.093,-191.387,873.023,559.787,-220.6,936.575,415.913,-230.227,1014.64,92.5716,-120.234,1043.27,78.8788,-208.762,847.069,84.4263
1759,0,,,,,,,,,,,,,-7.10063,899.366,1556.09,0.919039,957.474,1274.14,31.1469,725.921,1456.4,28.5306,707.846,1304.79,-90.7405,939.402,1458.84,232.917,893.338,1567.83,356.046,895.478,1520.76,474.332,917.552,1494.55,616.369,906.995,1484.87,744.903,848.743,1443.12,733.971,920.904,1412.61,804.509,911.544,1455.51,-242.344,829.336,1560.94,-329.582,834.639,1514.14,-458.694,828.962,1481.75,-577.248,801.887,1482.53,-704.845,712.26,1422.86,-705.533,792.735,1416.2,-767.902,738.214,1453.9,142.341,762.722,1019.34,-108.978,746.893,1016.11,150.961,966.813,1032.91,-107.857,968.784,1033.81,232.676,817.045,671.71,223.821,831.131,544.008,261.517,780.627,247.987,287.22,719.965,78.5492,179.962,774.112,88.895,235.973,536.948,83.9436,-210.824,825.362,832.044,-191.401,872.952,559.74,-220.615,936.543,415.879,-230.169,1014.66,92.5367,-120.248,1043.26,78.8805,-208.77,847.089,84.4204
1760,0,,,,,,,,,,,,,-7.11088,899.378,1556.01,0.819453,957.5,1274.07,31.0564,725.952,1456.37,28.5209,707.981,1304.79,-93.7102,939.65,1460.14,232.772,893.444,1567.77,355.977,895.631,1520.74,474.226,917.674,1494.47,616.208,907.129,1484.84,744.811,848.863,1443.2,733.898,920.965,1412.6,804.418,911.705,1455.52,-242.346,829.186,1560.8,-329.746,834.331,1514.1,-458.702,828.457,1481.6,-577.214,801.153,1482.32,-704.866,711.335,1422.76,-705.602,791.84,1416.15,-767.991,736.988,1453.61,142.237,762.725,1019.35,-109.013,746.814,1016.08,150.683,966.836,1032.86,-108.111,968.671,1033.84,232.654,817.034,671.719,223.754,831.061,544.001,261.531,780.605,248.043,287.25,719.956,78.5378,180.009,774.139,88.8748,236.001,536.916,83.9538,-210.927,825.26,832.036,-191.479,872.906,559.75,-220.678,936.485,415.9,-230.252,1014.64,92.6009,-120.27,1043.25,78.8699,-208.757,847.106,84.395
1761,0,,,,,,,,,,,,,-7.5503,899.45,1556.18,0.650679,957.504,1274.07,31.0371,725.97,1456.39,28.4234,708.049,1304.75,-93.8225,939.609,1460.04,232.659,893.554,1567.77,355.928,895.746,1520.71,474.134,917.775,1494.4,616.119,907.209,1484.84,744.666,848.928,1443.22,733.758,920.978,1412.6,804.309,911.793,1455.56,-242.529,829.048,1560.79,-329.879,833.956,1514,-458.904,827.934,1481.55,-577.233,800.368,1482.19,-704.969,710.24,1422.6,-705.355,790.885,1415.8,-767.647,736.307,1453.15,142.095,762.706,1019.37,-109.03,746.737,1015.98,150.582,966.875,1032.87,-108.264,968.616,1033.85,232.533,817.007,671.721,223.788,830.977,544.071,261.496,780.555,248.027,287.312,719.924,78.6183,184.017,776.181,85.9205,236.002,536.918,83.922,-209.947,825.061,831.215,-191.497,872.838,559.694,-220.667,936.466,415.86,-230.181,1014.65,92.5895,-120.327,1043.24,78.8118,-208.775,847.126,84.3808
1762,0,,,,,,,,,,,,,-7.97729,899.475,1556.34,0.518445,957.482,1274,30.9038,725.965,1456.42,28.3845,708.119,1304.76,-89.4679,938.322,1457.44,232.575,893.697,1567.69,355.822,895.816,1520.67,474.084,917.889,1494.38,616.012,907.249,1484.82,744.551,848.964,1443.24,733.708,921.02,1412.61,804.235,911.789,1455.53,-242.541,828.879,1560.67,-330.022,833.583,1513.93,-459.026,827.356,1481.39,-577.279,799.647,1482.05,-704.877,709.293,1422.39,-705.396,789.901,1415.53,-768.31,734.805,1453.3,142.12,762.781,1019.44,-109.207,746.666,1016.04,150.423,966.905,1032.82,-108.504,968.545,1033.96,232.55,816.984,671.788,223.722,830.919,544.058,261.438,780.545,248.042,287.259,719.94,78.5346,179.874,774.067,88.9896,235.998,536.921,83.9397,-209.996,824.988,831.251,-191.554,872.786,559.662,-220.672,936.424,415.848,-230.224,1014.65,92.5765,-120.277,1043.25,78.8553,-208.777,847.108,84.4153
