Joints
100
,,Tuto_joint:Head_Head_End,Tuto_joint:L_Collar_L_Humerus,,,Tuto_joint:L_Elbow_L_Wrist,Tuto_joint:L_Femur_L_Tibia,Tuto_joint:L_Foot_L_Toe,Tuto_joint:L_Humerus_L_Elbow,,Tuto_joint:L_Tibia_L_Foot,,,Tuto_joint:L_Wrist_L_Wrist_End,Tuto_joint:LowerBack_Head,,,Tuto_joint:LowerBack_L_Collar,,,Tuto_joint:LowerBack_R_Collar,,,Tuto_joint:R_Collar_R_Humerus,,,Tuto_joint:R_Elbow_R_Wrist,Tuto_joint:R_Femur_R_Tibia,Tuto_joint:R_Foot_R_Toe,Tuto_joint:R_Humerus_R_Elbow,,Tuto_joint:R_Tibia_R_Foot,,,Tuto_joint:R_Wrist_R_Wrist_End,Tuto_joint:Root_L_Femur,,,Tuto_joint:Root_LowerBack,,,Tuto_joint:Root_R_Femur,,,Tuto_joint:World_Root,,,,,,
Frame,Sub Frame,,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1763,0,,,,,,,,,,,,,-8.64929,899.759,1556.37,0.404212,957.427,1273.97,30.8554,725.984,1456.42,28.3074,708.189,1304.76,-89.6817,938.315,1457.45,232.443,893.816,1567.66,355.714,895.884,1520.64,474.026,917.956,1494.37,615.911,907.272,1484.81,744.421,848.95,1443.22,733.606,921.012,1412.6,804.169,911.774,1455.51,-242.637,828.709,1560.57,-330.175,833.234,1513.88,-459.081,826.759,1481.27,-577.319,798.936,1481.9,-704.74,708.415,1422.21,-705.533,789.053,1415.49,-768.404,733.694,1452.9,142.063,762.74,1019.41,-109.227,746.552,1016.03,150.253,966.908,1032.78,-108.589,968.445,1033.92,232.527,816.944,671.814,223.71,830.846,544.084,261.389,780.546,247.992,287.328,719.945,78.6346,179.924,774.037,88.8733,236.019,536.913,83.9369,-210.014,824.872,831.253,-191.568,872.691,559.649,-220.742,936.335,415.902,-230.232,1014.64,92.6185,-120.34,1043.25,78.8276,-208.75,847.1,84.4089
1764,0,,,,,,,,,,,,,-9.5337,899.951,1556.64,0.283036,957.357,1273.93,30.8435,726.015,1456.44,28.311,708.275,1304.78,-89.7483,938.119,1457.26,232.327,893.925,1567.63,355.55,895.93,1520.61,473.993,918,1494.4,615.827,907.258,1484.84,744.295,848.876,1443.15,733.514,921.006,1412.61,804.044,911.701,1455.46,-242.681,828.543,1560.51,-330.357,832.877,1513.76,-459.162,826.203,1481.15,-577.437,798.198,1481.77,-704.644,707.429,1421.88,-705.434,788.127,1415.14,-768.315,732.727,1452.6,142.035,762.752,1019.43,-109.26,746.499,1016,150.17,966.935,1032.75,-108.64,968.381,1033.9,232.457,816.893,671.81,223.762,830.772,544.157,261.362,780.506,247.993,287.189,719.937,78.459,179.806,773.997,89.056,236.018,536.901,83.9419,-210.083,824.77,831.248,-191.612,872.613,559.636,-220.748,936.271,415.805,-230.2,1014.66,92.564,-120.304,1043.25,78.8738,-208.758,847.108,84.3766
1765,0,,,,,,,,,,,,,-9.69466,899.975,1556.59,0.117755,957.25,1273.9,30.796,725.999,1456.41,28.3009,708.33,1304.73,-90.1529,938.289,1457.49,232.245,894.011,1567.63,355.574,895.953,1520.63,473.895,918.015,1494.42,615.745,907.215,1484.81,744.188,848.817,1443.09,733.381,920.916,1412.58,804.009,911.566,1455.43,-242.825,828.367,1560.45,-330.463,832.584,1513.63,-459.232,825.623,1480.96,-577.471,797.418,1481.62,-704.427,706.672,1421.58,-705.453,787.174,1414.98,-767.956,731.823,1452.04,142.035,762.697,1019.45,-109.249,746.408,1015.96,150.138,966.929,1032.77,-108.765,968.328,1033.9,232.437,816.852,671.81,223.689,830.726,544.124,261.357,780.483,247.999,287.241,719.943,78.5201,179.851,774.043,88.981,236.015,536.899,83.9414,-210.122,824.649,831.194,-191.597,872.51,559.618,-220.845,936.179,415.903,-230.219,1014.63,92.6019,-120.274,1043.24,78.8976,-208.783,847.093,84.364
1766,0,,,,,,,,,,,,,-9.81538,899.918,1556.53,-0.00362279,957.196,1273.88,30.8073,725.999,1456.37,28.2835,708.331,1304.71,-90.1208,938.066,1457.31,232.151,894.076,1567.62,355.438,895.967,1520.64,473.823,918.006,1494.46,615.872,907.247,1485.01,744.078,848.724,1443.03,733.323,920.857,1412.58,803.906,911.387,1455.34,-242.804,828.18,1560.39,-330.551,832.296,1513.49,-459.295,825.108,1480.78,-577.47,796.68,1481.38,-704.358,705.726,1421.36,-705.434,786.324,1414.95,-767.291,731.343,1451.22,141.992,762.696,1019.44,-109.262,746.317,1015.95,150.048,966.909,1032.74,-108.85,968.213,1033.91,232.383,816.778,671.827,223.695,830.649,544.167,261.347,780.472,248.014,287.324,719.939,78.5613,179.717,774.005,89.0506,236.01,536.904,83.9172,-210.128,824.531,831.127,-191.545,872.429,559.583,-220.902,936.077,415.932,-230.242,1014.62,92.6345,-120.304,1043.23,78.8653,-208.778,847.074,84.3715
1767,0,,,,,,,,,,,,,-10.3481,900.104,1556.56,-0.171895,957.063,1273.83,30.7992,726,1456.36,28.2987,708.368,1304.68,-90.1102,937.779,1457.05,232.008,894.105,1567.58,355.28,895.944,1520.63,473.703,918.007,1494.48,615.591,907.1,1484.83,743.932,848.619,1442.94,733.221,920.81,1412.55,803.86,911.226,1455.33,-242.925,827.989,1560.32,-330.617,831.935,1513.32,-459.292,824.474,1480.56,-577.471,795.951,1481.18,-704.288,704.766,1421.11,-706.235,785.817,1415.07,-767.285,730.246,1450.9,142.025,762.65,1019.45,-109.311,746.227,1015.95,150.024,966.87,1032.74,-108.913,968.166,1033.9,232.286,816.701,671.777,223.64,830.632,544.15,261.363,780.481,248.008,287.265,719.93,78.5616,179.831,774.053,88.9314,236.012,536.906,83.9433,-210.219,824.423,831.144,-191.564,872.31,559.57,-220.899,935.98,415.924,-230.189,1014.61,92.6092,-120.311,1043.23,78.86,-208.781,847.036,84.3785
1768,0,,,,,,,,,,,,,-10.7619,900.235,1556.52,-0.291859,956.973,1273.78,30.7379,726.04,1456.34,28.3656,708.399,1304.62,-90.3789,937.819,1457.16,231.892,894.127,1567.59,355.153,895.916,1520.64,473.642,917.982,1494.52,615.498,907.034,1484.82,743.798,848.503,1442.86,733.15,920.727,1412.55,803.788,911.031,1455.29,-243.008,827.739,1560.2,-330.569,831.525,1513.17,-459.368,823.851,1480.49,-577.442,795.144,1480.93,-704.361,703.645,1420.87,-705.513,784.564,1414.47,-767.478,729.212,1450.84,141.986,762.611,1019.42,-109.365,746.147,1015.94,149.998,966.831,1032.72,-108.959,968.078,1033.85,232.343,816.68,671.844,223.644,830.594,544.149,261.338,780.458,248.017,287.251,719.951,78.5093,179.682,773.998,88.9966,236.03,536.904,83.9373,-210.261,824.318,831.148,-191.596,872.184,559.573,-220.946,935.872,415.967,-230.195,1014.6,92.6259,-120.29,1043.21,78.8758,-208.758,847.057,84.3415
1769,0,,,,,,,,,,,,,-10.8017,900.134,1556.46,-0.451298,956.868,1273.78,30.7042,726.002,1456.29,28.4131,708.475,1304.62,-90.5505,937.921,1457.23,231.815,894.157,1567.57,355.075,895.871,1520.67,473.526,917.934,1494.54,615.41,906.956,1484.81,743.606,848.362,1442.75,733.089,920.655,1412.56,803.726,910.851,1455.26,-243.256,827.456,1560.06,-330.691,831.071,1513.05,-459.477,823.24,1480.32,-577.569,794.341,1480.8,-704.418,702.481,1420.65,-705.421,783.502,1414.18,-768.335,727.459,1450.81,141.929,762.524,1019.39,-109.273,746.063,1015.8,150.03,966.75,1032.75,-109.008,967.984,1033.83,232.296,816.62,671.783,223.699,830.568,544.198,261.319,780.461,247.998,287.225,719.945,78.4811,179.807,773.979,88.8759,236.04,536.892,83.9605,-210.294,824.183,831.182,-191.605,872.069,559.609,-220.909,935.814,415.918,-230.187,1014.58,92.6081,-120.397,1043.21,78.7864,-208.771,847.051,84.3333
1770,0,,,,,,,,,,,,,-10.8836,900.081,1556.43,-0.47911,956.769,1273.72,30.7202,726.002,1456.29,28.3842,708.482,1304.54,-90.6494,937.858,1457.19,231.661,894.181,1567.54,354.924,895.828,1520.67,473.453,917.909,1494.55,615.31,906.866,1484.81,743.524,848.202,1442.77,732.999,920.536,1412.53,803.671,910.745,1455.19,-243.365,827.227,1559.93,-330.721,830.646,1512.83,-459.616,822.714,1480.2,-577.606,793.521,1480.61,-704.225,701.563,1420.34,-705.49,782.632,1414.01,-767.341,727.041,1450.19,141.967,762.509,1019.37,-109.37,745.988,1015.85,150.006,966.7,1032.74,-109.117,967.914,1033.78,232.315,816.573,671.763,223.675,830.534,544.191,261.282,780.454,247.964,287.272,719.94,78.5528,179.883,773.993,88.7705,236.036,536.889,83.9475,-210.314,824.079,831.137,-191.638,871.924,559.589,-220.999,935.685,416.02,-230.21,1014.59,92.659,-120.226,1043.24,78.9221,-208.77,847.05,84.3331
1771,0,,,,,,,,,,,,,-11.3514,900.326,1556.42,-0.615804,956.655,1273.7,30.7072,725.976,1456.25,28.4234,708.509,1304.48,-90.5137,937.265,1456.76,231.592,894.179,1567.53,354.833,895.771,1520.64,473.323,917.844,1494.53,615.285,906.804,1484.82,743.391,848.096,1442.82,733.062,920.438,1412.46,803.626,910.633,1455.08,-243.588,826.982,1559.81,-330.906,830.275,1512.65,-459.752,822.136,1480.09,-577.666,792.713,1480.44,-704.305,700.174,1420.56,-705.333,781.612,1413.71,-767.754,725.732,1449.7,141.954,762.426,1019.33,-109.457,745.89,1015.92,149.987,966.595,1032.75,-109.162,967.836,1033.8,232.296,816.533,671.753,223.643,830.557,544.162,261.296,780.447,248.009,287.278,719.943,78.5714,179.652,773.947,88.8795,236.023,536.891,83.9526,-210.326,823.992,831.137,-191.604,871.845,559.548,-220.939,935.626,415.921,-230.212,1014.59,92.6405,-120.282,1043.21,78.8909,-208.774,847.034,84.3214
1772,0,,,,,,,,,,,,,-11.5332,900.3,1556.39,-0.676559,956.556,1273.66,30.7266,725.99,1456.17,29.0105,709.081,1304.52,-90.7856,937.563,1457,231.544,894.188,1567.49,354.761,895.732,1520.62,473.286,917.813,1494.54,615.183,906.725,1484.78,743.319,847.995,1442.98,733.013,920.257,1412.29,803.582,910.576,1454.87,-243.694,826.757,1559.73,-331.012,829.934,1512.43,-459.751,821.498,1479.89,-577.668,791.922,1480.15,-703.634,699.616,1420.3,-706.128,780.813,1413.46,-768.099,724.737,1449.38,141.951,762.362,1019.33,-109.293,745.758,1015.67,150.016,966.543,1032.79,-109.212,967.749,1033.75,232.27,816.532,671.732,223.651,830.539,544.178,261.319,780.461,248.022,287.311,719.936,78.5983,179.579,773.968,88.8349,236.034,536.906,83.97,-210.311,823.911,831.086,-191.674,871.714,559.55,-220.958,935.539,415.946,-230.227,1014.59,92.6793,-120.339,1043.2,78.8505,-208.789,847.054,84.3512
1773,0,,,,,,,,,,,,,-11.6407,900.301,1556.38,-0.692413,956.461,1273.61,30.7044,725.926,1456.17,28.9761,709.079,1304.45,-90.8075,937.45,1456.93,231.497,894.212,1567.49,354.72,895.69,1520.59,473.317,917.756,1494.51,615.139,906.712,1484.76,743.253,847.957,1443.36,733.026,920.024,1412.04,803.637,910.703,1454.6,-243.907,826.541,1559.61,-331.025,829.649,1512.17,-459.75,820.869,1479.56,-577.57,791.215,1479.72,-703.648,698.305,1420.85,-705.255,779.381,1412.32,-768.103,724.029,1449.27,141.963,762.292,1019.29,-109.239,745.628,1015.59,149.95,966.462,1032.78,-109.205,967.66,1033.73,232.327,816.503,671.781,223.655,830.548,544.19,261.313,780.466,247.998,287.297,719.979,78.5221,179.415,773.886,88.9894,236.032,536.876,83.9577,-210.386,823.808,831.093,-191.673,871.62,559.556,-220.962,935.473,415.964,-230.173,1014.59,92.6178,-120.394,1043.18,78.7884,-208.772,847.06,84.3324
1774,0,,,,,,,,,,,,,-11.5562,900.196,1556.33,-0.775619,956.395,1273.6,30.6419,725.892,1456.14,28.9903,709.113,1304.39,-90.76,937.011,1456.63,231.445,894.234,1567.44,354.651,895.669,1520.56,473.228,917.682,1494.44,615.065,906.698,1484.66,743.17,847.997,1443.91,733.131,919.638,1411.58,803.688,910.938,1454.23,-244.05,826.262,1559.39,-331.037,829.31,1511.83,-459.61,820.367,1479.06,-577.567,790.638,1479.34,-704.061,696.516,1422.24,-705.063,777.982,1410.98,-768.281,723.66,1448.97,141.932,762.163,1019.23,-109.233,745.525,1015.55,149.997,966.388,1032.85,-109.267,967.515,1033.78,232.284,816.48,671.761,223.574,830.59,544.119,261.325,780.502,248.022,287.303,719.973,78.5584,179.432,773.865,88.8103,236.039,536.879,83.9306,-210.361,823.728,831.08,-191.633,871.578,559.533,-220.986,935.453,415.981,-230.168,1014.62,92.619,-120.351,1043.21,78.8343,-208.758,847.049,84.2985
1775,0,,,,,,,,,,,,,-11.5197,900.152,1556.33,-0.814016,956.282,1273.57,30.6517,725.865,1456.06,28.5978,708.741,1304.25,-90.8492,936.954,1456.57,231.404,894.247,1567.38,354.577,895.632,1520.47,473.133,917.644,1494.28,614.947,906.772,1484.55,743.311,848.181,1444.95,733.144,919.148,1411.02,803.733,911.315,1453.7,-244.213,826.038,1559.17,-331.137,828.876,1511.48,-459.611,819.89,1478.49,-577.377,790.085,1478.78,-703.347,696.038,1422.74,-705.036,776.574,1410.11,-768.498,723.37,1448.75,141.967,762.038,1019.24,-108.992,745.453,1015.38,149.934,966.299,1032.86,-109.241,967.397,1033.76,232.286,816.5,671.738,223.591,830.623,544.125,261.345,780.524,248.027,287.302,719.966,78.5456,179.486,773.882,88.7753,236.037,536.868,83.936,-210.428,823.635,831.111,-191.621,871.516,559.467,-220.974,935.417,415.988,-230.19,1014.59,92.6144,-120.311,1043.18,78.8421,-208.746,847.078,84.2974
1776,0,,,,,,,,,,,,,-11.762,900.236,1556.31,-0.771182,956.157,1273.49,30.6699,725.852,1456.01,28.6291,708.765,1304.23,-91.1351,937.254,1456.79,231.374,894.274,1567.32,354.522,895.593,1520.38,473.079,917.615,1494.06,614.796,906.913,1484.39,743.492,848.423,1446.34,733.056,918.351,1410.34,803.317,911.832,1452.77,-244.355,825.797,1558.87,-331.287,828.43,1511.07,-459.343,819.285,1477.71,-577.221,789.649,1478.16,-703.776,694.31,1424.43,-705.696,775.456,1409.55,-768.757,723.169,1448.76,142.036,761.954,1019.26,-108.956,745.334,1015.37,149.957,966.192,1032.93,-109.272,967.313,1033.75,232.341,816.525,671.77,223.587,830.627,544.129,261.342,780.537,248.029,287.228,719.961,78.4783,179.399,773.918,88.7762,236.059,536.886,83.9468,-210.323,823.557,831.031,-191.639,871.485,559.494,-220.929,935.404,415.942,-230.176,1014.58,92.6059,-120.32,1043.2,78.8688,-208.812,847.017,84.3351
1777,0,,,,,,,,,,,,,-11.9699,900.243,1556.28,-0.863834,955.996,1273.45,30.5797,725.811,1456.02,29.0716,709.062,1304.26,-95.1386,938.256,1458.48,231.252,894.291,1567.23,354.457,895.575,1520.25,473.027,917.582,1493.78,614.678,907.133,1484.21,743.53,848.871,1447.96,733.009,917.281,1409.4,803.441,912.957,1451.85,-244.376,825.623,1558.57,-331.42,828.028,1510.7,-459.305,818.751,1477.01,-577.113,789.277,1477.5,-703.242,693.786,1425.6,-705.046,773.618,1407.91,-768.73,723.344,1448.65,141.949,761.948,1019.25,-109.408,745.471,1016,149.999,966.084,1033,-109.349,967.217,1033.79,232.339,816.536,671.738,223.597,830.667,544.099,261.383,780.563,248.052,287.262,719.979,78.5088,179.277,773.877,88.8942,236.067,536.87,83.9474,-210.323,823.466,831.016,-191.605,871.459,559.457,-220.928,935.372,415.937,-230.177,1014.57,92.6566,-120.296,1043.18,78.8651,-208.795,847.031,84.3432
1778,0,,,,,,,,,,,,,-11.9853,900.559,1556.59,-0.907177,955.866,1273.41,30.5752,725.806,1456.01,29.0417,708.971,1304.24,-95.2014,938.208,1458.41,231.276,894.319,1567.2,354.322,895.55,1520.07,472.821,917.537,1493.34,614.5,907.434,1483.99,743.567,849.467,1449.79,732.746,916.104,1408.33,803.639,914.002,1451.11,-244.448,825.406,1558.24,-331.493,827.665,1510.22,-459.215,818.34,1476.41,-576.992,788.924,1476.83,-703.312,692.632,1427.15,-705.275,772.313,1407.12,-768.868,723.395,1448.52,142.015,761.822,1019.23,-109.342,745.325,1015.97,150.041,965.953,1033.03,-109.373,967.125,1033.89,232.322,816.547,671.721,223.549,830.708,544.117,261.37,780.6,248.036,287.32,719.942,78.4947,179.453,773.946,88.8147,236.077,536.883,83.9435,-210.314,823.37,831.013,-191.59,871.41,559.487,-220.893,935.339,415.942,-230.185,1014.56,92.6407,-120.403,1043.17,78.7753,-208.77,847.049,84.3517
1779,0,,,,,,,,,,,,,-12.6152,900.461,1556.32,-0.951363,955.694,1273.37,30.5675,725.745,1455.99,29.0551,708.849,1304.23,-91.6048,937.2,1456.65,231.286,894.313,1567.11,354.273,895.547,1519.91,472.611,917.465,1492.86,614.368,907.842,1483.74,743.831,850.207,1451.93,732.81,914.949,1407.36,803.814,915.302,1449.79,-244.59,825.227,1557.98,-331.514,827.328,1509.69,-459.258,817.877,1475.74,-576.898,788.606,1476.21,-703.844,691.253,1429.11,-702.514,768.816,1403.77,-768.891,723.524,1448.31,142.074,761.662,1019.2,-108.921,745.084,1015.49,150.102,965.836,1033.07,-109.37,967.016,1033.93,232.334,816.58,671.731,223.453,830.801,544.005,261.379,780.641,248.034,287.295,720.01,78.5289,179.534,773.967,88.7545,236.074,536.887,83.9563,-210.28,823.256,830.984,-191.604,871.379,559.506,-220.907,935.355,415.974,-230.23,1014.59,92.6739,-120.358,1043.19,78.829,-208.794,847.029,84.3002
1780,0,,,,,,,,,,,,,-12.3029,900.622,1556.56,-0.938292,955.51,1273.29,30.5262,725.678,1456.05,28.5923,708.27,1304.12,-91.6989,937.196,1456.62,231.243,894.283,1567.04,354.194,895.512,1519.72,472.295,917.329,1492.36,614.228,908.252,1483.54,744.027,851.114,1453.98,732.653,913.392,1406.54,803.693,916.102,1448.04,-244.76,825.115,1557.87,-331.363,827.005,1508.99,-459.183,817.4,1475.02,-576.766,788.303,1475.64,-703.83,690.386,1431.02,-702.394,767.311,1402.5,-769.195,723.64,1448.17,142.067,761.502,1019.18,-108.907,744.926,1015.48,150.19,965.696,1033.14,-109.33,966.89,1033.97,232.374,816.587,671.743,223.433,830.846,544,261.407,780.674,248.068,287.294,720.016,78.5218,179.589,773.926,88.6714,236.082,536.893,83.9616,-210.181,823.188,830.933,-191.535,871.366,559.474,-220.888,935.31,415.983,-230.25,1014.55,92.6938,-120.379,1043.19,78.7975,-208.778,847.036,84.3253
1781,0,,,,,,,,,,,,,-12.6425,900.726,1556.57,-0.930277,955.338,1273.24,30.5192,725.619,1456.05,28.5993,708.155,1304.1,-91.8031,937.162,1456.57,231.211,894.263,1566.99,354.134,895.461,1519.59,472.101,917.203,1491.9,613.997,908.674,1483.31,744.361,851.858,1456.12,732.595,912.05,1405.87,803.88,916.998,1446.8,-244.91,824.94,1557.62,-331.316,826.627,1508.34,-459.102,816.766,1474.31,-576.648,787.99,1475.14,-703.867,689.693,1433.18,-702.572,765.632,1401.52,-769.815,723.745,1448.04,142.229,761.342,1019.21,-108.978,744.736,1015.53,150.2,965.58,1033.18,-109.294,966.778,1033.98,232.345,816.582,671.705,223.436,830.889,544.006,261.455,780.701,248.101,287.238,719.979,78.4806,179.428,773.911,88.7698,236.067,536.898,83.949,-210.144,823.104,830.909,-191.496,871.362,559.495,-220.843,935.346,415.984,-230.189,1014.59,92.6581,-120.364,1043.17,78.8294,-208.771,847.033,84.3158
1782,0,,,,,,,,,,,,,-15.451,901.253,1557.63,-0.917286,955.167,1273.22,30.5052,725.597,1456.01,28.5726,708.075,1304.09,-95.4721,937.984,1458.16,231.212,894.188,1566.96,354.115,895.392,1519.45,471.903,917.058,1491.42,613.69,909.085,1483.11,744.986,853.187,1458.39,732.758,910.689,1405.24,803.738,918.092,1445.52,-245.08,824.703,1557.3,-331.36,826.356,1507.82,-458.88,816.191,1473.54,-576.455,787.635,1474.51,-703.78,689.509,1435.8,-702.336,763.648,1400.23,-770.386,724.284,1447.6,142.237,761.186,1019.18,-109.044,744.597,1015.54,150.244,965.453,1033.22,-109.23,966.654,1033.99,232.378,816.554,671.697,223.405,830.912,543.992,261.363,780.691,248.05,287.316,719.978,78.5651,179.416,773.907,88.8,236.091,536.88,83.9494,-210.102,822.998,830.875,-191.433,871.393,559.456,-220.799,935.332,415.98,-230.172,1014.56,92.6909,-120.352,1043.19,78.8369,-208.741,847.049,84.2992
1783,0,,,,,,,,,,,,,-13.11,900.842,1556.61,-0.944454,955.009,1273.14,30.5011,725.564,1456.05,28.6496,707.975,1304.09,-91.9519,937.195,1456.55,231.215,894.137,1566.91,354.051,895.292,1519.33,471.813,916.98,1490.95,613.426,909.502,1482.94,744.873,854.227,1460.13,732.513,909.283,1404.75,804,919.093,1444.44,-245.233,824.495,1557.09,-331.484,826.024,1507.36,-458.637,815.604,1472.81,-576.241,787.344,1473.82,-704.121,689.335,1438.88,-702.528,761.832,1399.02,-771.145,725.189,1447.18,142.308,760.997,1019.19,-108.939,744.441,1015.47,150.338,965.319,1033.25,-109.25,966.569,1033.96,232.407,816.502,671.695,223.4,830.935,543.973,261.423,780.732,248.069,287.253,719.988,78.4563,179.357,773.92,88.8845,236.081,536.892,83.98,-210.128,822.905,830.897,-191.397,871.399,559.461,-220.794,935.408,416.014,-230.163,1014.56,92.6714,-120.429,1043.17,78.7468,-208.79,847.021,84.3037
1784,0,,,,,,,,,,,,,-15.573,901.2,1557.51,-0.844952,954.81,1273.07,30.431,725.54,1456.01,28.6166,707.895,1304.04,-92.2046,937.266,1456.6,231.261,894.039,1566.84,354.041,895.198,1519.24,471.708,916.824,1490.53,613.129,909.878,1482.76,745.038,855.569,1462.21,732.473,907.903,1404.25,803.569,919.692,1442.78,-245.358,824.339,1556.91,-331.44,825.735,1506.84,-458.342,814.943,1471.92,-576.111,787.138,1473.18,-704.338,689.548,1441.96,-703.04,759.908,1398.23,-771.446,726.062,1446.13,142.751,760.449,1019.18,-109.01,744.262,1015.43,150.248,965.17,1033.21,-109.195,966.444,1033.97,232.415,816.452,671.713,223.362,830.937,543.964,261.422,780.742,248.065,287.333,719.985,78.4968,179.44,773.955,88.8435,236.072,536.874,83.9594,-210.122,822.817,830.863,-191.312,871.41,559.425,-220.788,935.413,416.018,-230.148,1014.59,92.6357,-120.389,1043.16,78.8045,-208.777,847.034,84.3044
1785,0,,,,,,,,,,,,,-15.6304,901.185,1557.14,-0.784162,954.667,1272.99,30.3913,725.472,1455.97,28.6798,707.764,1304.03,-95.535,937.879,1458.03,231.284,893.993,1566.83,353.966,895.087,1519.14,471.654,916.674,1490.19,612.925,910.217,1482.71,745.118,857.059,1464.17,732.575,906.697,1403.92,803.569,920.575,1441.36,-245.599,824.162,1556.69,-331.36,825.401,1506.3,-458.448,814.434,1471.21,-575.819,786.961,1472.44,-704.736,689.929,1445.02,-701.319,756.916,1396.16,-771.777,726.719,1445.58,142.492,760.604,1019.21,-109.017,744.121,1015.41,150.292,965.039,1033.25,-109.137,966.277,1033.9,232.429,816.372,671.703,223.375,830.91,543.951,261.481,780.759,248.115,287.267,719.972,78.4299,179.473,773.953,88.8022,236.082,536.875,83.9709,-210.035,822.738,830.833,-191.283,871.363,559.406,-220.722,935.386,416.027,-230.171,1014.57,92.6902,-120.33,1043.17,78.8296,-208.806,846.987,84.3182
1786,0,,,,,,,,,,,,,-15.6212,901.106,1557.12,-0.730735,954.547,1272.95,30.3434,725.419,1455.96,28.6836,707.689,1304.01,-95.4913,937.83,1458,231.282,893.931,1566.82,353.931,894.98,1519.1,471.513,916.518,1489.92,612.699,910.577,1482.59,745.326,858.429,1466.07,732.196,905.346,1403.54,803.547,921.329,1439.98,-245.744,824.018,1556.38,-331.344,825.068,1505.79,-458.485,813.772,1470.31,-575.589,786.889,1471.81,-705.127,690.561,1447.94,-702.499,755.205,1395.95,-772.647,727.47,1445.24,142.799,760.135,1019.18,-108.983,743.961,1015.36,150.292,964.9,1033.3,-109.069,966.069,1033.96,232.548,816.283,671.766,223.398,830.887,543.971,261.443,780.762,248.074,287.296,720.001,78.4936,179.388,773.892,88.9407,236.09,536.902,83.9488,-210.014,822.629,830.796,-191.224,871.354,559.382,-220.656,935.425,415.999,-230.188,1014.56,92.6781,-120.362,1043.15,78.8391,-208.789,847.01,84.3091
1787,0,,,,,,,,,,,,,-15.6018,901.062,1557.09,-0.625506,954.413,1272.9,30.2948,725.37,1455.95,28.6425,707.604,1303.99,-95.4827,937.837,1457.98,231.232,893.887,1566.76,353.977,894.849,1519.13,471.444,916.376,1489.67,612.374,911.007,1482.49,745.463,860.108,1467.9,732.364,903.963,1403.22,803.943,922.116,1438.7,-245.794,823.88,1556,-331.347,824.663,1505.29,-458.462,813.259,1469.6,-575.497,786.747,1471.14,-705.545,691.13,1450.76,-704.907,752.742,1397.65,-773.143,727.952,1444.43,142.576,760.297,1019.25,-108.96,743.887,1015.36,150.204,964.751,1033.27,-109.05,965.984,1033.96,232.57,816.201,671.784,223.462,830.837,544.007,261.475,780.771,248.108,287.33,720.025,78.5478,179.524,773.952,88.8822,236.062,536.91,83.9653,-210.008,822.564,830.789,-191.223,871.326,559.403,-220.628,935.436,416.022,-230.183,1014.55,92.6875,-120.29,1043.18,78.8945,-208.792,847.014,84.2866
1788,0,,,,,,,,,,,,,-15.6317,901.005,1557.08,-0.601852,954.286,1272.88,30.2338,725.359,1455.94,28.6197,707.517,1303.99,-95.5203,937.775,1457.99,231.23,893.855,1566.74,353.884,894.749,1519.13,471.331,916.266,1489.39,612.064,911.453,1482.31,745.407,861.713,1469.56,732.384,902.852,1403.09,803.953,922.512,1437.19,-245.832,823.716,1555.76,-331.419,824.315,1504.8,-458.413,812.749,1468.94,-575.344,786.69,1470.42,-705.836,692.05,1453.15,-707.7,751.328,1399.62,-773.662,728.464,1444,142.78,759.855,1019.13,-108.981,743.853,1015.42,150.2,964.571,1033.27,-108.935,965.838,1033.91,232.696,816.101,671.836,223.486,830.791,544.026,261.5,780.771,248.142,287.326,720.003,78.5182,179.418,773.909,88.9633,236.077,536.88,83.9511,-209.929,822.462,830.738,-191.136,871.298,559.337,-220.611,935.398,416.02,-230.162,1014.57,92.7046,-120.293,1043.18,78.8596,-208.783,847.03,84.2846
